NATIONALITY,COUNTRY_DESCRIPTION,AGE_GROUP,IF_TRAVEL_ALONE,TRAVELLING_WITH,AGE_GROUP1_SIZE (<18),AGE_GROUP2_SIZE (18-24),AGE_GROUP3_SIZE (25-44),AGE_GROUP4_SIZE (45-64),AGE_GROUP5_SIZE (65+),NO_FEMALE,NO_MALE,PURPOSE_CODE,PURPOSE_OTHER,ACTIVITY_MAIN,ACTIVITY_OTHERS,INFO_SOURCE,INFO_SOURCE_OTHERS,INFO_RADIO_TV_WEB,TOUR_ARRANGEMENT,PAC_TRANSPORT_INT,PAC_ACCOMODATION,PAC_FOOD,PAC_TRANSPORT_TZ,PAC_SIGHTSEEING,PAC_GUIDED_TOUR,PAC_INSURANCE,PAC_OTHER_ITEM,PACKAGE_COST,IF_GROUP_PACKAGE,NIGHTS_SPENT,NIGHTS_MAINLAND,NIGHTS_ZANZIBAR,CURRENCY1,CURRENCY2,SPENT_AMOUNT_TZ,ACCOMODATION,ACC_HOTEL,ACC_OTHERS,FOOD_DRINK,TRANS_AIR,TRANS_ROAD,TRANS_WATER,TRANS_RAILWAY,TRANS_RENTAL,COST_TRANSPORT_TZ,EXP_CULT_SERVICE,EXP_SPORT,EXP_SIGHTSEEING,MOUNTAIN_CLIMBING,HUNTING,GATE_FEES,VISA_TAXES,EXP_SHOPPING,EXP_OTHER,EXP_OTHER_DETAIL,IF_GROUP_BREAKDOWN,PAYMENT_MODE,PAYMENT_MODE_OTHERS,TZ_COST_COMPARISON,IF_FIRST_TRIP_TZ,MOST_IMPRESSING_TZ1,MOST_IMPRESSING_TZ2,MOST_IMPRESSING_TZ3,MOST_IMPRESSING_TZ4,IMPROVEMENT_AREAS1,IMPROVEMENT_AREAS2,IMPROVEMENT_AREAS3,IMPROVEMENT_AREAS4,OTHER1,OTHER2,OTHER3,VERIFICATION_FLAG,TRAVEL_ELSE_AFRICA
ITALIAN,ITALY,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"3,000",No,21,5,0,EUR,USD,20,,0,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,,No,Cash,,,Yes,Good serviceGood service, Wildlife,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,45-64,NO,With Other Friends/Relatives,0,0,0,3,0,1,2,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,,Others (please specify)500,Yes,7,3,4,EUR,USD,900,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,600,300,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads Improve on Security/Safety,,,,,,,0,
CANADIAN,CANADA,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,Others (please specify)3000,Yes,21,10,4,USD,USD,12Others (please specify),,0,0,20,0,0,0,0,0,,23,35,0,0,0,0,Others (please specify)50,0,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse and Children,2,0,1,0,0,3,1,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,14,0,,USD,"4,600",,"1,500",0,500,0,0,100,0,"2,000",,0,0,0,0,0,500,0,0,0,,Yes,Cash,,,No,Good service,,Excellent Experience,Good service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,No,No,No,No,No,,"1,100",Yes,Others (please specify),Others (please specify),0,USD,USD,500,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,100,,Yes,Cash,,,No, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
DUTCH,NETHERLANDS,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,13,,EUR,Others (please specify)000,,"4,000",0,"2,000",0,0,0,0,0,,0,300,200,0,0,0,0,"1,500",0,,Yes,Cash,,,Yes, Wildlife, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AUSTRALIAN,AUSTRALIA,1Others (please specify)-24,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,700",No,21,10,4,USD,USD,375,,0,0,200,0,0,0,0,0,,0,0,0,0,0,50,50,0,75,,Yes,Cash,,,Yes, Wildlife, Wildlife,,Satisfies and Hope Come Back,Wider AcceptabSlow/poor customer services,,,,,,,0,
AUSTRALIAN,AUSTRALIA,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Conference tourism,,Others (please specify),,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,15,9,,USD,"2,000",,"1,500",100,300,0,0,0,0,0,,0,0,0,"1,000",0,0,0,100,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
BRAZILIAN,UNITED STATES OF AMERICA,45-64,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,Trade fair,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,"1,935",,400,0,0,0,235,0,0,0,,0,0,400,0,0,0,0,50,0,,No,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
FRENCH,FRANCE,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"3,000",Yes,12,6,0,EUR,USD,"1,000",,0,0,0,0,0,0,0,0,,0,0,0,900,0,0,100,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SWEDISH,SWEDEN,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,2,0,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,12,3,,USD,"3,100",,500,0,400,0,0,200,0,0,,0,0,0,"2,000",0,0,0,0,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BOLIVIAN,UNITED STATES OF AMERICA,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Radio, TV, Web (please specify)",,TRIP ADVISOR,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,7,,USD,Others (please specify)00,,400,100,0,150,70,0,0,0,,0,0,0,0,0,0,50,0,0,30,No,Cash,,,Yes,Friendly People, Wildlife,Good serviceGood service,Satisfies and Hope Come Back, Improve on Security/Safety, Improve on RoadsOthers (please specify),,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,1Others (please specify)-24,NO,With Other Friends/Relatives,0,2,1,0,0,3,1,Scientific and Academic,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,60,4,,USD,"6,000",,0,"1,000",0,"3,000",0,0,0,0,,0,0,"2,000",0,0,0,0,0,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,1,0,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,USD,"1,000",,700,100,0,0,50,0,0,0,,0,0,0,0,0,0,0,150,0,,Yes,Cash,,,No,Friendly People,,,Friendly People,Slow airport procedures/ slow processing of VISA at Entry,,,,,,,0,
AUSTRALIAN,AUSTRALIA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,Others (please specify),3,,USD,"10,000",,Others (please specify)000,0,0,"1,000",0,0,0,0,,0,0,0,0,0,0,0,0,"1,000",,Yes,Other,IN ADVANCE,,Yes,Friendly People, Wildlife,Good serviceGood service,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Other Friends/Relatives,0,0,0,1,0,0,2,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"7,500",Yes,0,11,0,USD,USD,"1,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1,000",0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",Friendly People,,2," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SPANISH,SPAIN,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,14,6,,EUR,"4,000",,0,"2,500",0,0,0,0,0,0,,0,0,200,0,0,300,0,"1,000",,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ROMANIAN,UNITED STATES OF AMERICA,25-44,YES,,0,0,0,0,0,1,0,Meetings and Conference,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,USD,"1,200",,Others (please specify)00,0,400,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,No comments,,,No comments, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,NO,With Other Friends/Relatives,0,2,0,0,0,3,0,Volunteering,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,Others (please specify)000,No,0,10,0,GBP,GBP,Others (please specify)0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Others (please specify)0,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
KENYAN,UNITED KINGDOM,25-44,NO,With Spouse and Children,1,0,1,0,0,2,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,12,10,,USD,"4,000",,"4,000",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,"Wonderful Country, Landscape, Nature",Others (please specify),,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,0,
AMERICAN,UNITED KINGDOM,25-44,NO,With Other Friends/Relatives,0,0,0,0,0,2,0,Volunteering,,Cultural tourism,,Others (please specify),PEACE CORPS,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,USD,700,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife,Wider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Other Friends/Relatives,1,0,7,0,0,6,2,Volunteering,,Hunting tourism,VOLUNTEERING,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,23,0,,EUR,500,,170,0,100,0,50,20,0,0,,0,0,0,0,0,0,0,160,0,,No,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife, Improve on Roads,,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,200",No,14,7,7,USD,USD,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Cultural tourism,,Trade fair,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,90,0,,USD,"12,000",,0,200,0,"1,500",0,0,0,0,,0,0,0,0,0,0,200,0,"9,100",,Yes,Cash,,,No,Good serviceGood service,,,Good serviceGood service, Improve on Roads,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,13,0,,USD,"3,300",,300,0,100,0,0,0,0,0,,0,0,0,"2,200",0,200,100,400,0,,No,Cash,,,Yes,Friendly People,,,Friendly People,Too many tips demanded/ Corruption,,,,,,,0,
AMERICAN,UNITED KINGDOM,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"6,000",No,14,14,0,USD,USD,1Others (please specify)00,,0,0,300,0,0,0,0,0,,0,0,400,0,0,0,0,500,600,,No,Cash,,,Yes,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GERMAN,GERMANY,45-64,NO,With Spouse and Children,2,0,0,1,0,2,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,,"22,000",Yes,15,9,6,EUR,USD,Others (please specify)00,,500,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SWISS,SWEDEN,65+,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Cultural tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,9,0,,USD,"1,000",,400,0,200,0,0,0,0,0,,200,0,0,0,0,0,0,200,0,,No,Cash,,,No,No comments,,,No comments,Too many tips demanded/ Corruption,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,15,15,0,,USD,"12,400",,700,0,100,0,300,0,0,0,,0,0,0,0,"11,000",0,0,300,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,Others (please specify),INTERNET,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"6,000",No,14,14,0,USD,USD,"1,000",,600,0,300,0,100,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ITALIAN,ITALY,65+,NO,With Other Friends/Relatives,1,0,0,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"15,000",No,40,40,0,EUR,USD,300,,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,No,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,,"16,000",Yes,9,6,3,USD,USD,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,Yes,Credit Card,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"6,500",,6,6,0,EUR,USD,Others (please specify)00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Others (please specify)00,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,6Others (please specify)00,No,10,10,0,USD,USD,250,,0,0,250,0,0,0,0,0,,0,0,0,0,0,0,0,100,100,TIPS,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Children,0,1,0,0,0,2,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"10,000",No,14,6,0,USD,USD,170,,0,0,20,0,0,0,0,0,,0,0,0,0,0,0,0,100,50,,No,Cash,,,Yes, Wildlife,,, Wildlife,Slow airport procedures/ slow processing of VISA at Entry,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Conference tourism,,Others (please specify),,INTERNET,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"16,000",Yes,15,15,0,USD,USD,"2,500",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2,500",0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads Improve on Security/Safety,,,,,,,0,
POLISH,POLAND,45-64,NO,With Other Friends/Relatives,1,0,1,6,0,5,4,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,12,,USD,"3,750",,200,0,100,0,0,0,0,0,,0,0,150,0,0,0,50,50,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
FRENCH,FRANCE,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,30,0,,EUR,"1,200",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,Excellent Experience,,,Excellent Experience, Improve on Roads Improve on Security/Safety,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,1Others (please specify)-24,NO,With Other Friends/Relatives,0,2,0,0,0,3,0,Scientific and Academic,,Conference tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,64,0,,USD,"2,000",,"1,000",0,"1,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,GBP,200,,0,0,100,0,0,0,0,30,,20,0,0,0,0,20,0,30,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
TURKISH,NORWAY,25-44,YES,With Other Friends/Relatives,0,0,0,0,0,1,0,Meetings and Conference,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,5,0,,USD,"1,650",,Others (please specify)50,0,0,Others (please specify)00,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,Yes,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ETHIOPIAN,ETHIOPIA,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,USD,"1,000",,500,0,400,0,0,0,0,100,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,NO,With Other Friends/Relatives,0,1,0,2,0,3,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1Others (please specify),5,,USD,"15,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
FINISH,FINLAND,25-44,NO,With Other Friends/Relatives,0,0,2,0,0,2,0,Leisure and Holidays,,Wildlife tourism,,Others (please specify),BUSINESS COLLEAGUES,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,13,0,,EUR,Others (please specify)00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,,No, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
INDIAN,INDIA,45-64,NO,With Children,1,0,0,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,5,0,,USD,400,,400,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
INDIAN,INDIA,25-44,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,14,0,,USD,"1,000",,700,0,300,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,5,,SAR,"1,500",,0,0,"3,000","1,200",0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,No,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
AUSTRALIAN,AUSTRALIA,45-64,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"10,000",Yes,22,6,5,AUD,AUD,400,,300,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
IRISH,IRELAND,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,Yes,No,Yes,Yes,No,No,,"10,000",Yes,15,7,Others (please specify),USD,USD,"3,500",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
BRITISH,SCOTLAND,25-44,NO,With Other Friends/Relatives,0,0,2,0,0,0,3,Business,,Wildlife tourism0,,Others (please specify),,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,21,0,,TZS,"1,000,000",,"1,000,000",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,No,Yes,No,,"3,000",Yes,5,0,5,USD,USD,300,,0,0,0,300,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Other Friends/Relatives,0,0,0,2,0,3,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"3,500",Yes,0,7,0,USD,USD,"5,200",,"3,500",200,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1,500",0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CANADIAN,CANADA,<1Others (please specify),YES,,0,0,0,0,0,1,0,Volunteering,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,30,30,0,,USD,300,,0,0,75,0,0,0,0,0,,0,0,0,75,0,0,0,150,0,,Yes,Cash,,,Yes,Good serviceGood service,,,Good serviceGood service, Improve on Roads,,,,,,,0,
ISRAELIS,ISRAEL,25-44,NO,With Other Friends/Relatives,0,0,9,0,0,5,5,Business,,Wildlife tourism,,"Friends, relatives",,,Package Tour,Yes,Yes,No,Yes,No,Yes,No,,"30,000",Yes,4,4,0,USD,USD,"2,000",,0,0,"1,500",0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,Yes,Cash,,,Yes,Good service, Wildlife,Good serviceGood service,Good service," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
